SKU_ID,Warehouse_ID,Warehouse_Name,Product_Category,ABC_Class,Supplier_ID,Unit_Cost,Unit_Price,Lead_Time_Days,Lead_Time_Variability_Days,Holding_Cost_Per_Unit
SKU-0001,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-003,0.71,0.93,10,2.5,0.21
SKU-0002,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-019,9.02,12.35,14,4.0,2.68
SKU-0003,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-025,1.74,3.87,9,1.7,0.52
SKU-0004,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-039,13.13,16.91,32,3.3,3.9
SKU-0005,WH-SIN-01,Singapore Central,Consumer Electronics,C,SUP-022,24.26,34.06,16,4.0,7.21
SKU-0006,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-014,10.71,13.93,26,9.0,3.18
SKU-0007,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-023,0.55,0.74,6,1.0,0.16
SKU-0008,WH-SIN-01,Singapore Central,FMCG Household,A,SUP-008,3.56,6.39,10,1.5,1.06
SKU-0009,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-004,54.11,78.08,21,2.8,16.07
SKU-0010,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-028,11.31,19.67,12,2.9,3.36
SKU-0011,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-040,8.53,15.03,26,6.5,2.53
SKU-0012,WH-SIN-01,Singapore Central,Apparel & Textiles,A,SUP-034,8.89,18.75,16,4.8,2.64
SKU-0013,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-024,10.62,13.65,32,9.2,3.15
SKU-0014,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-002,1.85,3.91,9,2.9,0.55
SKU-0015,WH-SIN-01,Singapore Central,Medical Supplies,A,SUP-040,25.96,46.6,16,4.8,7.71
SKU-0016,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-018,38.84,53.84,29,4.7,11.54
SKU-0017,WH-SIN-01,Singapore Central,Medical Supplies,B,SUP-012,21.3,42.45,12,2.9,6.33
SKU-0018,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-036,24.1,51.06,16,2.8,7.16
SKU-0019,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-030,3.04,4.42,7,1.3,0.9
SKU-0020,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-030,38.15,84.92,21,7.0,11.33
SKU-0021,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-012,1.94,3.15,8,2.2,0.58
SKU-0022,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-040,26.07,46.32,21,7.2,7.74
SKU-0023,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-019,1.34,3.15,20,4.1,0.4
SKU-0024,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-022,1.27,1.95,8,1.9,0.38
SKU-0025,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-031,2.44,5.01,9,2.0,0.72
SKU-0026,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-027,16.01,24.06,16,2.0,4.75
SKU-0027,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-007,6.15,12.49,18,2.9,1.83
SKU-0028,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-013,53.0,94.02,18,4.2,15.74
SKU-0029,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-015,61.4,87.45,17,2.0,18.24
SKU-0030,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-038,31.13,49.34,28,9.3,9.25
SKU-0031,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-029,3.6,5.41,7,0.9,1.07
SKU-0032,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-015,13.88,18.46,18,2.7,4.12
SKU-0033,WH-SIN-01,Singapore Central,Industrial Components,A,SUP-030,8.1,10.53,24,7.0,2.41
SKU-0034,WH-SIN-01,Singapore Central,Industrial Components,A,SUP-030,19.14,29.21,20,2.5,5.68
SKU-0035,WH-SIN-01,Singapore Central,Medical Supplies,B,SUP-016,11.81,15.28,14,4.6,3.51
SKU-0036,WH-SIN-01,Singapore Central,Consumer Electronics,C,SUP-017,11.4,15.82,19,5.3,3.39
SKU-0037,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-036,48.54,93.54,17,2.0,14.42
SKU-0038,WH-SIN-01,Singapore Central,Medical Supplies,A,SUP-023,12.84,24.45,17,4.6,3.81
SKU-0039,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-006,19.9,38.71,21,5.4,5.91
SKU-0040,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-029,12.08,18.14,35,10.1,3.59
SKU-0041,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-024,6.52,14.19,17,5.2,1.94
SKU-0042,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-021,3.86,6.82,10,2.8,1.15
SKU-0043,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-030,7.1,9.66,33,8.1,2.11
SKU-0044,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-037,11.38,15.63,20,3.6,3.38
SKU-0045,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-014,1.58,2.98,8,2.2,0.47
SKU-0046,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-017,2.31,3.22,6,2.0,0.69
SKU-0047,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-008,24.11,40.36,29,7.2,7.16
SKU-0048,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-026,20.76,49.08,25,6.7,6.17
SKU-0049,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-017,8.95,11.5,24,5.0,2.66
SKU-0050,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-014,20.4,26.36,23,6.6,6.06
SKU-0051,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-028,53.4,126.39,15,5.2,15.86
SKU-0052,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-017,42.07,73.87,19,2.7,12.49
SKU-0053,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-019,2.9,3.95,9,1.4,0.86
SKU-0054,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-018,36.5,79.87,21,4.9,10.84
SKU-0055,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-011,40.86,88.24,29,6.4,12.14
SKU-0056,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-006,0.72,1.23,9,2.2,0.21
SKU-0057,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-034,11.17,20.08,11,1.2,3.32
SKU-0058,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-004,30.36,44.54,28,5.6,9.02
SKU-0059,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-013,25.62,33.63,16,3.9,7.61
SKU-0060,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-027,53.45,94.44,20,4.9,15.87
SKU-0061,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-006,27.68,41.08,22,5.8,8.22
SKU-0062,WH-SIN-01,Singapore Central,Medical Supplies,A,SUP-027,21.22,39.22,18,5.0,6.3
SKU-0063,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-030,45.04,94.04,34,8.9,13.38
SKU-0064,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-027,2.37,3.06,7,2.1,0.7
SKU-0065,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-013,47.75,84.43,25,6.4,14.18
SKU-0066,WH-SIN-01,Singapore Central,Medical Supplies,B,SUP-001,16.68,23.94,16,3.8,4.95
SKU-0067,WH-SIN-01,Singapore Central,Medical Supplies,A,SUP-036,23.26,49.98,17,4.3,6.91
SKU-0068,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-014,15.26,22.16,24,3.0,4.53
SKU-0069,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-033,34.43,61.47,15,2.5,10.23
SKU-0070,WH-SIN-01,Singapore Central,Medical Supplies,A,SUP-008,15.29,26.33,12,2.8,4.54
SKU-0071,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-007,12.77,20.04,23,7.3,3.79
SKU-0072,WH-SIN-01,Singapore Central,Industrial Components,A,SUP-032,17.35,32.37,24,6.5,5.15
SKU-0073,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-038,3.89,7.5,9,1.1,1.16
SKU-0074,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-035,25.71,44.64,24,6.0,7.64
SKU-0075,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-031,16.76,33.06,22,3.4,4.98
SKU-0076,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-010,15.2,35.68,19,5.4,4.51
SKU-0077,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-037,9.9,15.74,19,5.8,2.94
SKU-0078,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-027,6.17,10.37,34,8.4,1.83
SKU-0079,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-007,25.19,32.48,18,4.5,7.48
SKU-0080,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-006,2.16,4.38,7,1.3,0.64
SKU-0081,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-035,19.45,32.81,26,5.5,5.78
SKU-0082,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-012,24.55,38.78,24,7.6,7.29
SKU-0083,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-031,0.53,0.71,7,2.0,0.16
SKU-0084,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-006,22.29,48.49,15,3.4,6.62
SKU-0085,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-012,45.67,71.61,22,4.2,13.56
SKU-0086,WH-SIN-01,Singapore Central,Consumer Electronics,C,SUP-012,41.86,78.35,16,1.8,12.43
SKU-0087,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-012,4.13,5.69,9,1.2,1.23
SKU-0088,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-027,17.51,40.36,11,1.6,5.2
SKU-0089,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-037,33.26,46.47,14,2.7,9.88
SKU-0090,WH-SIN-01,Singapore Central,Medical Supplies,A,SUP-037,21.04,29.71,16,5.4,6.25
SKU-0091,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-030,56.68,120.4,17,3.8,16.83
SKU-0092,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-009,38.87,86.1,30,4.8,11.54
SKU-0093,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-039,26.08,37.07,12,1.5,7.75
SKU-0094,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-022,31.15,50.99,30,5.5,9.25
SKU-0095,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-022,34.2,66.29,28,8.5,10.16
SKU-0096,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-029,10.36,22.34,34,6.7,3.08
SKU-0097,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-031,29.37,45.64,20,5.9,8.72
SKU-0098,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-039,31.2,52.54,17,5.1,9.27
SKU-0099,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-024,37.42,72.95,17,2.2,11.11
SKU-0100,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-025,9.57,18.52,21,5.3,2.84
SKU-0101,WH-SIN-01,Singapore Central,Apparel & Textiles,B,SUP-030,13.61,27.32,19,6.5,4.04
SKU-0102,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-011,51.28,89.21,21,4.2,15.23
SKU-0103,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-013,13.38,18.02,23,2.6,3.97
SKU-0104,WH-SIN-01,Singapore Central,Apparel & Textiles,A,SUP-026,10.59,23.3,18,6.0,3.15
SKU-0105,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-003,3.27,6.98,7,2.2,0.97
SKU-0106,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-013,21.29,43.21,23,5.3,6.32
SKU-0107,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-029,5.1,6.85,13,3.1,1.51
SKU-0108,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-040,4.47,6.33,26,4.0,1.33
SKU-0109,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-021,49.75,97.11,17,5.2,14.78
SKU-0110,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-016,7.47,9.68,19,4.3,2.22
SKU-0111,WH-SIN-01,Singapore Central,Medical Supplies,A,SUP-018,26.64,62.32,15,1.6,7.91
SKU-0112,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-028,32.57,50.56,21,5.7,9.67
SKU-0113,WH-SIN-01,Singapore Central,Industrial Components,A,SUP-022,38.21,73.33,23,7.8,11.35
SKU-0114,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-001,24.34,52.86,29,8.9,7.23
SKU-0115,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-022,50.65,79.4,23,3.9,15.04
SKU-0116,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-017,0.81,1.22,8,0.9,0.24
SKU-0117,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-029,2.56,4.56,10,3.4,0.76
SKU-0118,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-036,42.7,74.8,32,10.7,12.68
SKU-0119,WH-SIN-01,Singapore Central,Medical Supplies,B,SUP-039,25.12,39.7,11,2.6,7.46
SKU-0120,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-025,43.66,77.5,27,7.0,12.97
SKU-0121,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-015,6.74,15.21,31,6.7,2.0
SKU-0122,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-018,22.52,36.82,35,7.2,6.69
SKU-0123,WH-SIN-01,Singapore Central,Consumer Electronics,C,SUP-008,9.68,13.65,18,2.3,2.87
SKU-0124,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-038,6.93,10.76,19,2.4,2.06
SKU-0125,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-034,44.14,69.17,19,3.0,13.11
SKU-0126,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-035,19.83,27.06,12,3.7,5.89
SKU-0127,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-014,30.85,42.77,28,3.8,9.16
SKU-0128,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-013,54.6,102.33,18,2.8,16.22
SKU-0129,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-035,47.67,72.47,20,4.7,14.16
SKU-0130,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-022,42.64,97.75,33,5.1,12.66
SKU-0131,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-029,9.69,14.0,20,2.8,2.88
SKU-0132,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-020,4.2,5.64,22,5.3,1.25
SKU-0133,WH-SIN-01,Singapore Central,Automotive Parts,A,SUP-018,34.23,67.28,32,6.1,10.17
SKU-0134,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-026,33.89,73.22,29,7.4,10.07
SKU-0135,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-033,5.21,7.66,33,10.8,1.55
SKU-0136,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-014,35.3,49.91,14,1.9,10.48
SKU-0137,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-033,9.87,13.84,22,7.2,2.93
SKU-0138,WH-SIN-01,Singapore Central,Medical Supplies,B,SUP-010,2.74,4.63,13,4.2,0.81
SKU-0139,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-017,1.99,3.25,9,2.8,0.59
SKU-0140,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-037,56.26,81.94,20,5.2,16.71
SKU-0141,WH-SIN-01,Singapore Central,Medical Supplies,B,SUP-039,18.79,24.6,14,3.6,5.58
SKU-0142,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-037,7.94,13.09,12,3.1,2.36
SKU-0143,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-013,12.12,27.89,19,5.2,3.6
SKU-0144,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-034,21.36,39.19,31,3.2,6.34
SKU-0145,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-038,23.33,38.78,12,4.1,6.93
SKU-0146,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-040,13.76,18.59,19,4.7,4.09
SKU-0147,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-001,24.25,35.19,29,8.6,7.2
SKU-0148,WH-SIN-01,Singapore Central,Medical Supplies,B,SUP-030,11.92,17.69,17,3.3,3.54
SKU-0149,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-040,8.87,17.58,12,1.2,2.63
SKU-0150,WH-SIN-01,Singapore Central,Consumer Electronics,C,SUP-031,55.76,120.07,16,3.6,16.56
SKU-0151,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-010,1.19,2.61,10,2.3,0.35
SKU-0152,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-031,0.81,1.9,9,1.9,0.24
SKU-0153,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-005,25.81,60.54,19,3.5,7.67
SKU-0154,WH-SIN-01,Singapore Central,Medical Supplies,A,SUP-020,19.94,45.64,13,2.1,5.92
SKU-0155,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-026,51.41,68.17,16,3.7,15.27
SKU-0156,WH-SIN-01,Singapore Central,Automotive Parts,A,SUP-019,51.94,71.11,21,4.1,15.43
SKU-0157,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-028,13.67,20.39,27,9.2,4.06
SKU-0158,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-010,24.17,41.6,21,3.0,7.18
SKU-0159,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-025,1.01,1.36,6,1.1,0.3
SKU-0160,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-026,2.63,5.53,9,1.6,0.78
SKU-0161,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-026,61.87,110.88,23,5.4,18.38
SKU-0162,WH-SIN-01,Singapore Central,Apparel & Textiles,B,SUP-012,10.17,17.39,24,5.4,3.02
SKU-0163,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-013,24.43,33.91,24,6.3,7.26
SKU-0164,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-011,28.58,41.49,18,6.1,8.49
SKU-0165,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-019,24.88,34.45,14,2.4,7.39
SKU-0166,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-024,20.89,44.14,22,6.0,6.2
SKU-0167,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-015,1.0,1.76,8,0.9,0.3
SKU-0168,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-017,1.85,3.59,8,1.3,0.55
SKU-0169,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-012,5.42,8.05,26,5.6,1.61
SKU-0170,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-009,3.79,5.86,25,2.7,1.13
SKU-0171,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-027,3.64,5.74,31,7.9,1.08
SKU-0172,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-033,13.33,26.32,11,3.0,3.96
SKU-0173,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-012,25.84,51.48,23,6.6,7.67
SKU-0174,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-035,5.59,7.92,17,3.9,1.66
SKU-0175,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-023,30.12,68.29,17,4.3,8.95
SKU-0176,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-007,59.76,81.13,16,3.2,17.75
SKU-0177,WH-SIN-01,Singapore Central,Medical Supplies,A,SUP-015,20.8,45.47,12,1.3,6.18
SKU-0178,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-001,8.12,10.92,24,3.0,2.41
SKU-0179,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-002,1.55,2.26,8,2.1,0.46
SKU-0180,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-014,3.82,8.04,10,3.5,1.13
SKU-0181,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-019,1.37,1.92,6,0.6,0.41
SKU-0182,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-032,1.7,2.69,6,1.4,0.5
SKU-0183,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-006,24.73,40.01,14,4.0,7.34
SKU-0184,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-034,22.06,31.89,19,5.8,6.55
SKU-0185,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-010,3.25,6.2,7,1.7,0.97
SKU-0186,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-006,32.77,69.21,35,8.9,9.73
SKU-0187,WH-SIN-01,Singapore Central,Industrial Components,A,SUP-028,26.52,57.01,21,5.8,7.88
SKU-0188,WH-SIN-01,Singapore Central,Consumer Electronics,C,SUP-031,23.47,35.68,15,4.7,6.97
SKU-0189,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-025,1.39,2.36,8,1.0,0.41
SKU-0190,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-005,14.61,21.16,24,8.0,4.34
SKU-0191,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-005,3.19,4.61,22,2.3,0.95
SKU-0192,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-016,34.48,47.76,23,7.1,10.24
SKU-0193,WH-SIN-01,Singapore Central,Consumer Electronics,C,SUP-019,22.58,51.13,22,2.6,6.71
SKU-0194,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-040,2.58,5.6,6,0.9,0.77
SKU-0195,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-012,50.56,101.09,18,1.8,15.02
SKU-0196,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-008,50.11,84.41,20,4.2,14.88
SKU-0197,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-038,25.6,42.43,33,6.1,7.6
SKU-0198,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-007,2.26,3.84,7,1.0,0.67
SKU-0199,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-002,61.71,105.16,19,4.0,18.33
SKU-0200,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-017,27.29,43.77,19,3.8,8.11
SKU-0201,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-017,3.51,4.79,6,1.8,1.04
SKU-0202,WH-SIN-01,Singapore Central,Apparel & Textiles,B,SUP-025,12.75,17.35,16,5.2,3.79
SKU-0203,WH-SIN-01,Singapore Central,Medical Supplies,A,SUP-036,21.69,49.61,17,4.5,6.44
SKU-0204,WH-SIN-01,Singapore Central,Consumer Electronics,C,SUP-038,17.18,28.33,16,2.1,5.1
SKU-0205,WH-SIN-01,Singapore Central,Consumer Electronics,C,SUP-012,37.92,86.8,20,3.5,11.26
SKU-0206,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-040,6.67,9.25,19,6.2,1.98
SKU-0207,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-026,42.91,73.93,22,2.7,12.74
SKU-0208,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-003,49.9,70.76,33,6.7,14.82
SKU-0209,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-038,35.2,51.1,14,4.7,10.45
SKU-0210,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-006,12.82,16.67,11,3.7,3.81
SKU-0211,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-024,6.68,9.06,21,4.3,1.98
SKU-0212,WH-SIN-01,Singapore Central,Automotive Parts,A,SUP-032,50.11,111.37,33,8.8,14.88
SKU-0213,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-010,12.67,19.07,16,3.4,3.76
SKU-0214,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-011,0.65,1.16,8,2.3,0.19
SKU-0215,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-020,16.57,27.05,27,2.9,4.92
SKU-0216,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-036,0.74,1.16,9,1.2,0.22
SKU-0217,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-009,32.03,54.42,18,4.6,9.51
SKU-0218,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-027,35.38,49.65,18,2.8,10.51
SKU-0219,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-019,5.2,12.26,26,6.9,1.54
SKU-0220,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-005,4.83,9.95,20,3.8,1.43
SKU-0221,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-029,7.02,13.68,29,9.3,2.08
SKU-0222,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-034,11.61,18.99,11,3.4,3.45
SKU-0223,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-024,7.84,10.81,28,6.2,2.33
SKU-0224,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-008,10.14,22.61,25,7.3,3.01
SKU-0225,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-007,10.45,15.9,27,4.5,3.1
SKU-0226,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-017,5.07,6.65,23,5.1,1.51
SKU-0227,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-021,28.68,43.67,16,2.4,8.52
SKU-0228,WH-SIN-01,Singapore Central,Medical Supplies,B,SUP-023,12.42,25.14,14,4.4,3.69
SKU-0229,WH-SIN-01,Singapore Central,Automotive Parts,C,SUP-010,5.08,9.14,26,7.9,1.51
SKU-0230,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-021,13.16,25.82,19,6.2,3.91
SKU-0231,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-012,54.45,110.16,18,5.7,16.17
SKU-0232,WH-SIN-01,Singapore Central,Industrial Components,C,SUP-028,3.04,4.32,22,7.5,0.9
SKU-0233,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-032,7.7,17.21,19,3.0,2.29
SKU-0234,WH-SIN-01,Singapore Central,Automotive Parts,B,SUP-027,28.01,45.01,24,8.0,8.32
SKU-0235,WH-SIN-01,Singapore Central,Apparel & Textiles,C,SUP-001,5.46,9.93,19,4.6,1.62
SKU-0236,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-040,2.1,2.7,6,1.2,0.62
SKU-0237,WH-SIN-01,Singapore Central,Medical Supplies,C,SUP-001,21.51,50.92,18,4.3,6.39
SKU-0238,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-040,3.61,5.32,8,1.5,1.07
SKU-0239,WH-SIN-01,Singapore Central,Consumer Electronics,A,SUP-002,21.32,28.14,15,2.6,6.33
SKU-0240,WH-SIN-01,Singapore Central,Consumer Electronics,B,SUP-021,24.74,40.23,20,3.2,7.35
SKU-0241,WH-SIN-01,Singapore Central,FMCG Household,B,SUP-005,1.4,1.91,9,1.1,0.42
SKU-0242,WH-SIN-01,Singapore Central,FMCG Household,C,SUP-004,2.28,3.14,7,1.6,0.68
SKU-0243,WH-SIN-01,Singapore Central,Industrial Components,B,SUP-028,27.6,49.97,20,6.4,8.2
