SKU_ID,Warehouse_ID,Warehouse_Name,Product_Category,ABC_Class,Supplier_ID,Unit_Cost,Unit_Price,Lead_Time_Days,Lead_Time_Variability_Days,Avg_Daily_Demand,Demand_Std_Dev,Units_Sold_YTD,Current_Stock,Stockout_Events_YTD,Avg_Stockout_Duration_Days,Units_Lost_YTD,Holding_Cost_Per_Unit,Static_Reorder_Point,Demand_Forecast_AI,AI_Reorder_Point,Static_Order_Qty_Units,AI_Order_Qty_Units,Forecast_Model,Forecast_MAPE_Pct,Forecast_Bias_Pct,Forecast_Sigma_Daily,Is_Intermittent,Reorder_Flag,Snapshot_Date
SKU-0101,WH-JHR-02,Johor Bahru,Apparel & Textiles,B,SUP-030,13.61,27.32,30,9.7,12.263,8.824,3183,960,1,11.0,166,2.55,405,235,305,1390,1257,seasonal_index,32.9,32.9,7.736,0,0,2026-08-31
SKU-0102,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-011,51.28,89.21,40,9.6,8.682,5.539,2052,34,3,6.0,176,9.59,314,237,375,603,545,combination,22.7,22.7,5.677,0,1,2026-08-31
SKU-0103,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-013,13.38,18.02,27,8.9,9.427,6.076,2199,1168,1,6.0,41,2.5,253,318,330,1230,1113,combination,18.0,-18.0,5.098,0,0,2026-08-31
SKU-0104,WH-JHR-02,Johor Bahru,Apparel & Textiles,A,SUP-026,10.59,23.3,27,4.7,85.395,67.994,22526,4125,2,6.0,1014,1.98,3072,2491,2862,4161,3764,seasonal_index,3.8,3.8,72.553,0,0,2026-08-31
SKU-0105,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-003,3.27,6.98,10,1.3,2.567,2.306,559,1110,0,0.0,0,0.61,97,88,40,1300,1176,seasonal_index,24.2,24.2,2.063,0,0,2026-08-31
SKU-0106,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-013,21.29,43.21,34,8.1,2.975,2.444,696,401,1,5.0,21,3.98,96,112,152,548,496,combination,3.1,3.1,2.521,0,0,2026-08-31
SKU-0107,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-029,5.1,6.85,20,3.7,18.408,10.721,4733,846,0,0.0,0,0.95,592,570,462,2789,2523,ma28,13.7,13.7,11.093,0,0,2026-08-31
SKU-0108,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-040,4.47,6.33,25,7.5,1.515,1.741,370,774,1,1.0,2,0.84,49,46,55,851,770,seasonal_index,21.2,-21.2,2.017,1,0,2026-08-31
SKU-0109,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-021,49.75,97.11,28,9.0,99.953,57.937,20362,408,4,2.5,1034,9.3,2489,3067,3207,2077,1879,combination,14.5,-14.5,39.67,0,1,2026-08-31
SKU-0110,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-016,7.47,9.68,20,4.4,16.367,12.649,4107,2096,0,0.0,0,1.4,485,696,567,2167,1960,combination,21.6,21.6,14.001,0,0,2026-08-31
SKU-0111,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-018,26.64,62.32,22,7.5,27.441,17.263,6454,462,0,0.0,0,4.98,812,882,765,1487,1345,seasonal_index,8.4,8.4,15.396,0,1,2026-08-31
SKU-0112,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-028,32.57,50.56,24,5.7,10.537,6.758,2800,290,1,4.0,38,6.09,349,274,281,833,754,seasonal_index,14.5,-14.5,7.65,0,0,2026-08-31
SKU-0113,WH-JHR-02,Johor Bahru,Industrial Components,A,SUP-022,38.21,73.33,26,4.4,21.86,17.619,5107,1144,0,0.0,0,7.15,813,677,707,1108,1002,combination,15.2,-15.2,14.292,0,0,2026-08-31
SKU-0114,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-001,24.34,52.86,39,8.7,9.825,7.901,1871,466,2,15.0,223,4.55,232,275,423,931,842,combination,12.8,12.8,6.367,0,0,2026-08-31
SKU-0115,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-022,50.65,79.4,18,2.0,20.51,10.65,5318,1056,0,0.0,0,9.47,611,629,457,933,843,combination,31.2,31.2,11.314,0,0,2026-08-31
SKU-0116,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-017,0.81,1.22,11,3.3,37.707,22.487,8543,2829,0,0.0,0,0.15,1523,1008,508,10046,9087,combination,28.0,28.0,25.323,0,0,2026-08-31
SKU-0117,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-029,2.56,4.56,10,1.3,36.09,15.871,8510,1489,0,0.0,0,0.48,927,1036,421,5494,4970,combination,4.4,4.4,14.496,0,0,2026-08-31
SKU-0118,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-036,42.7,74.8,27,4.8,1.899,1.87,436,139,0,0.0,0,7.98,48,62,71,309,280,combination,13.5,-13.5,1.772,0,0,2026-08-31
SKU-0119,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-039,25.12,39.7,14,3.4,16.359,10.183,3986,1052,0,0.0,0,4.7,522,418,249,1182,1069,seasonal_index,0.6,0.6,8.715,0,0,2026-08-31
SKU-0120,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-025,43.66,77.5,39,4.3,5.227,4.696,1274,86,1,4.0,30,8.16,189,177,281,507,459,ma28,5.9,5.9,5.008,0,1,2026-08-31
SKU-0121,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-015,6.74,15.21,31,3.7,12.655,8.237,3245,792,1,1.0,3,1.26,388,304,389,2008,1816,combination,22.6,22.6,8.221,0,0,2026-08-31
SKU-0122,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-018,22.52,36.82,42,11.5,25.173,14.317,5627,935,3,8.3,605,4.21,991,650,1070,1549,1402,seasonal_index,15.5,-15.5,14.978,0,1,2026-08-31
SKU-0123,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-008,9.68,13.65,26,3.1,4.51,2.962,1108,1018,0,0.0,0,1.81,164,142,149,1000,905,seasonal_index,1.7,1.7,3.117,0,0,2026-08-31
SKU-0124,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-038,6.93,10.76,33,7.2,4.822,4.037,1088,244,0,0.0,0,1.3,174,152,197,1220,1104,combination,11.1,-11.1,3.073,0,0,2026-08-31
SKU-0125,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-034,44.14,69.17,20,3.7,81.06,42.623,21189,1987,0,0.0,0,8.25,2777,2201,1737,1986,1797,combination,15.7,15.7,36.653,0,0,2026-08-31
SKU-0126,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-035,19.83,27.06,20,3.1,8.323,4.166,1945,666,0,0.0,0,3.71,383,216,171,949,858,combination,8.5,-8.5,3.671,0,0,2026-08-31
SKU-0127,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-014,30.85,42.77,37,5.4,2.704,2.614,652,208,2,1.5,27,5.77,79,70,113,434,392,seasonal_index,4.7,4.7,2.718,0,0,2026-08-31
SKU-0128,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-013,54.6,102.33,18,5.2,27.918,14.484,6811,992,6,4.2,741,10.21,485,706,515,1048,948,holt_winters,23.2,23.2,13.056,0,0,2026-08-31
SKU-0129,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-035,47.67,72.47,20,6.8,62.863,35.223,15887,2364,0,0.0,0,8.91,2589,1364,1190,1683,1522,combination,2.2,2.2,38.072,0,0,2026-08-31
SKU-0130,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-022,42.64,97.75,30,4.1,7.37,6.168,1580,388,2,8.0,134,7.97,203,172,213,609,551,combination,2.3,-2.3,4.629,0,0,2026-08-31
SKU-0131,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-029,9.69,14.0,21,7.1,51.981,38.069,10730,1333,0,0.0,0,1.81,1628,1225,1010,3396,3072,combination,3.2,-3.2,20.187,0,0,2026-08-31
SKU-0132,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-020,4.2,5.64,29,7.2,30.896,21.259,6573,3806,0,0.0,0,0.79,1212,1213,1323,3963,3584,combination,11.0,-11.0,17.026,0,0,2026-08-31
SKU-0133,WH-JHR-02,Johor Bahru,Automotive Parts,A,SUP-018,34.23,67.28,34,8.9,19.627,13.116,3639,955,4,17.0,1443,6.4,393,581,798,1110,1004,combination,23.4,23.4,14.568,0,0,2026-08-31
SKU-0134,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-026,33.89,73.22,31,8.6,11.636,9.693,2581,335,3,11.0,392,6.34,260,404,510,858,776,combination,5.4,-5.4,10.115,0,1,2026-08-31
SKU-0135,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-033,5.21,7.66,31,8.6,85.041,54.517,18769,941,3,10.3,2946,0.97,1704,3212,3814,5933,5367,combination,11.4,-11.4,53.933,0,1,2026-08-31
SKU-0136,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-014,35.3,49.91,18,5.5,12.666,7.998,2965,589,1,5.0,62,6.6,321,340,249,878,794,combination,4.6,4.6,6.46,0,0,2026-08-31
SKU-0137,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-033,9.87,13.84,23,5.1,1.532,1.618,321,358,0,0.0,0,1.85,51,56,54,577,522,croston_sba,46.1,-46.1,1.393,1,0,2026-08-31
SKU-0138,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-010,2.74,4.63,22,5.1,98.6,53.944,23738,7014,0,0.0,0,0.51,3358,3843,3258,8810,7969,combination,17.2,-17.2,56.981,0,0,2026-08-31
SKU-0139,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-017,1.99,3.25,10,1.8,21.636,10.714,5550,4918,0,0.0,0,0.37,702,640,269,4845,4383,combination,1.5,-1.5,10.671,0,0,2026-08-31
SKU-0140,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-037,56.26,81.94,21,2.7,19.603,11.715,4430,42,2,4.5,169,10.52,417,551,475,865,782,seasonal_index,17.4,-17.4,11.844,0,1,2026-08-31
SKU-0141,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-039,18.79,24.6,21,5.6,40.378,20.483,8465,946,3,5.7,511,3.51,666,1151,935,2149,1944,combination,10.3,10.3,17.173,0,0,2026-08-31
SKU-0142,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-037,7.94,13.09,14,1.5,2.132,1.746,543,430,0,0.0,0,1.48,66,57,37,761,688,combination,33.7,33.7,1.634,0,0,2026-08-31
SKU-0143,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-013,12.12,27.89,22,3.7,3.066,3.172,640,69,0,0.0,0,2.27,84,115,109,736,666,combination,28.1,28.1,3.201,0,1,2026-08-31
SKU-0144,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-034,21.36,39.19,29,3.6,1.033,1.394,248,141,0,0.0,0,3.99,35,36,46,322,292,combination,8.3,8.3,1.259,1,0,2026-08-31
SKU-0145,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-038,23.33,38.78,23,3.4,4.671,3.427,1165,100,0,0.0,0,4.36,165,118,118,656,593,combination,4.6,4.6,3.455,0,1,2026-08-31
SKU-0146,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-040,13.76,18.59,33,8.6,13.764,11.437,3120,589,1,2.0,20,2.57,434,389,528,1466,1326,combination,17.1,17.1,10.636,0,0,2026-08-31
SKU-0147,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-001,24.25,35.19,32,8.2,11.181,8.172,2664,831,1,3.0,36,4.53,398,360,454,995,900,combination,18.4,18.4,7.509,0,0,2026-08-31
SKU-0148,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-030,11.92,17.69,13,2.7,17.934,12.135,4263,320,0,0.0,0,2.23,576,623,336,1797,1625,holt_winters,6.7,-6.7,11.183,0,1,2026-08-31
SKU-0149,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-040,8.87,17.58,15,1.8,2.312,2.014,556,357,0,0.0,0,1.66,79,73,49,748,676,seasonal_index,0.6,0.6,1.984,0,0,2026-08-31
SKU-0150,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-031,55.76,120.07,24,5.0,1.416,1.522,310,119,0,0.0,0,10.43,37,51,52,233,211,combination,25.3,-25.3,1.453,1,0,2026-08-31
SKU-0151,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-010,1.19,2.61,9,1.7,56.907,34.143,14380,6380,0,0.0,0,0.22,1674,1671,672,10191,9218,combination,18.1,18.1,34.707,0,0,2026-08-31
SKU-0152,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-031,0.81,1.9,12,3.4,13.184,7.709,3082,4519,0,0.0,0,0.15,421,427,215,5940,5373,seasonal_index,8.2,8.2,7.812,0,0,2026-08-31
SKU-0153,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-005,25.81,60.54,26,6.4,37.31,21.108,8043,934,0,0.0,0,4.83,1344,1272,1249,1761,1593,combination,33.8,-33.8,17.514,0,1,2026-08-31
SKU-0154,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-020,19.94,45.64,18,4.0,34.992,20.594,8748,824,0,0.0,0,3.73,980,959,717,1941,1755,combination,19.9,-19.9,20.281,0,0,2026-08-31
SKU-0155,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-026,51.41,68.17,26,5.8,22.512,14.548,4636,874,0,0.0,0,9.61,766,758,750,970,877,combination,2.1,2.1,11.139,0,0,2026-08-31
SKU-0156,WH-JHR-02,Johor Bahru,Automotive Parts,A,SUP-019,51.94,71.11,43,14.7,16.973,10.422,3259,93,4,12.2,687,9.71,490,556,899,838,758,seasonal_index,19.1,-19.1,9.483,0,1,2026-08-31
SKU-0157,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-028,13.67,20.39,30,8.7,10.652,8.469,2437,1019,0,0.0,0,2.56,318,347,418,1293,1169,seasonal_index,17.5,-17.5,7.951,0,0,2026-08-31
SKU-0158,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-010,24.17,41.6,37,8.3,14.351,9.106,3532,595,2,8.5,234,4.52,518,497,711,1129,1021,combination,4.6,-4.6,9.776,0,1,2026-08-31
SKU-0159,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-025,1.01,1.36,12,2.6,15.89,10.308,3743,3170,0,0.0,0,0.19,277,446,226,5795,5241,combination,8.8,8.8,8.271,0,0,2026-08-31
SKU-0160,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-026,2.63,5.53,8,0.9,41.033,26.941,10446,6221,0,0.0,0,0.49,905,1309,497,5798,5245,seasonal_index,13.6,13.6,31.698,0,0,2026-08-31
SKU-0161,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-026,61.87,110.88,27,9.1,29.449,18.781,5998,68,6,8.0,1538,11.57,613,735,803,1011,914,seasonal_index,4.1,4.1,16.616,0,1,2026-08-31
SKU-0162,WH-JHR-02,Johor Bahru,Apparel & Textiles,B,SUP-012,10.17,17.39,20,3.6,34.279,21.431,7021,955,1,5.0,124,1.9,566,1190,917,2691,2434,combination,10.2,-10.2,16.724,0,0,2026-08-31
SKU-0163,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-013,24.43,33.91,33,5.4,3.342,2.821,774,255,1,1.0,2,4.57,87,80,109,542,490,combination,13.5,13.5,2.158,0,0,2026-08-31
SKU-0164,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-011,28.58,41.49,26,9.1,35.515,24.368,7103,798,0,0.0,0,5.34,1262,1144,1142,1634,1478,combination,23.5,-23.5,18.027,0,1,2026-08-31
SKU-0165,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-019,24.88,34.45,19,5.3,7.874,5.639,1816,240,0,0.0,0,4.65,226,190,152,825,746,seasonal_index,25.4,25.4,4.449,0,0,2026-08-31
SKU-0166,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-024,20.89,44.14,30,3.4,5.142,4.733,1303,104,0,0.0,0,3.91,164,194,231,727,657,holt_winters,7.9,-7.9,4.097,0,1,2026-08-31
SKU-0167,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-015,1.0,1.76,10,1.2,92.704,48.646,23925,4656,0,0.0,0,0.19,3503,2436,1102,13996,12660,combination,17.2,17.2,55.742,0,0,2026-08-31
SKU-0168,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-017,1.85,3.59,8,0.9,4.545,3.39,1069,1944,0,0.0,0,0.35,179,152,54,2283,2065,seasonal_index,5.0,5.0,2.805,0,0,2026-08-31
SKU-0169,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-012,5.42,8.05,26,6.5,1.614,1.635,404,662,0,0.0,0,1.01,49,53,60,801,725,combination,10.4,10.4,1.685,0,0,2026-08-31
SKU-0170,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-009,3.79,5.86,23,2.7,2.501,2.215,706,970,0,0.0,0,0.71,99,54,61,1189,1076,combination,61.1,61.1,2.523,0,0,2026-08-31
SKU-0171,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-027,3.64,5.74,32,10.7,0.6,0.901,154,98,0,0.0,0,0.68,19,19,29,595,538,combination,1.4,1.4,0.998,1,0,2026-08-31
SKU-0172,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-033,13.33,26.32,18,6.0,6.666,4.485,1575,326,0,0.0,0,2.49,167,209,156,1037,938,combination,0.3,0.3,4.416,0,0,2026-08-31
SKU-0173,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-012,25.84,51.48,26,6.1,22.052,17.662,5758,32,2,3.0,46,4.83,588,682,745,1354,1225,combination,5.3,5.3,18.359,0,1,2026-08-31
SKU-0174,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-035,5.59,7.92,31,7.9,5.441,4.064,1427,343,1,9.0,53,1.05,113,128,171,1442,1305,seasonal_index,13.0,-13.0,4.241,0,0,2026-08-31
SKU-0175,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-023,30.12,68.29,21,3.6,15.704,11.733,4050,619,2,3.0,144,5.63,388,560,491,1058,957,combination,9.0,9.0,13.197,0,0,2026-08-31
SKU-0176,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-007,59.76,81.13,22,2.6,58.732,39.543,12980,60,0,0.0,0,11.18,1658,2336,2014,1452,1314,combination,18.8,-18.8,39.086,0,1,2026-08-31
SKU-0177,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-015,20.8,45.47,17,4.8,73.112,50.322,19502,2036,0,0.0,0,3.89,2625,1888,1383,2747,2485,combination,15.3,15.3,46.247,0,0,2026-08-31
SKU-0178,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-001,8.12,10.92,21,2.6,12.868,9.606,3546,453,0,0.0,0,1.52,540,209,226,1844,1668,seasonal_index,34.0,34.0,10.495,0,0,2026-08-31
SKU-0179,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-002,1.55,2.26,11,1.3,148.449,84.939,35504,13516,0,0.0,0,0.29,3188,4475,2146,14336,12968,seasonal_index,4.2,-4.2,92.604,0,0,2026-08-31
SKU-0180,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-014,3.82,8.04,9,1.6,62.047,35.273,15629,6066,0,0.0,0,0.71,2060,2362,883,5923,5358,combination,20.6,-20.6,35.352,0,0,2026-08-31
SKU-0181,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-019,1.37,1.92,7,0.7,7.449,5.577,1612,2546,0,0.0,0,0.26,177,203,70,3392,3068,combination,5.9,5.9,5.285,0,0,2026-08-31
SKU-0182,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-032,1.7,2.69,12,2.5,13.564,9.519,3085,1694,0,0.0,0,0.32,458,433,235,4125,3732,combination,21.2,-21.2,10.826,0,0,2026-08-31
SKU-0183,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-006,24.73,40.01,21,5.8,2.044,1.92,494,368,0,0.0,0,4.62,61,68,64,421,381,combination,12.3,12.3,2.13,0,0,2026-08-31
SKU-0184,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-034,22.06,31.89,34,10.2,3.551,3.442,821,320,2,9.0,49,4.13,66,104,148,588,531,seasonal_index,6.8,-6.8,3.17,0,0,2026-08-31
SKU-0185,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-010,3.25,6.2,12,3.0,30.997,17.742,7859,1116,0,0.0,0,0.61,1138,677,374,4517,4086,seasonal_index,18.0,18.0,18.116,0,0,2026-08-31
SKU-0186,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-006,32.77,69.21,42,13.1,13.685,9.119,2668,425,4,11.8,557,6.13,364,329,560,947,856,holt_winters,8.9,-8.9,9.36,0,1,2026-08-31
SKU-0187,WH-JHR-02,Johor Bahru,Industrial Components,A,SUP-028,26.52,57.01,28,5.6,53.797,39.318,12595,628,3,3.3,927,4.96,1457,1814,2063,2087,1888,combination,14.2,-14.2,42.564,0,1,2026-08-31
SKU-0188,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-031,23.47,35.68,24,7.5,4.351,3.817,1202,140,1,7.0,48,4.39,102,169,168,631,571,combination,12.2,-12.2,4.068,0,1,2026-08-31
SKU-0189,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-025,1.39,2.36,10,2.3,78.995,50.768,19889,856,0,0.0,0,0.26,2076,2033,971,11045,9990,seasonal_index,28.4,-28.4,56.314,0,1,2026-08-31
SKU-0190,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-005,14.61,21.16,26,4.0,2.611,2.4,648,64,0,0.0,0,2.73,87,83,92,620,561,seasonal_index,7.7,7.7,2.455,0,1,2026-08-31
SKU-0191,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-005,3.19,4.61,22,7.4,17.329,18.886,4840,2835,1,7.0,138,0.6,509,423,507,3405,3080,seasonal_index,14.6,14.6,25.468,0,0,2026-08-31
SKU-0192,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-016,34.48,47.76,24,4.0,6.016,5.433,1367,143,0,0.0,0,6.45,197,149,149,612,554,combination,6.0,6.0,3.657,0,1,2026-08-31
SKU-0193,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-019,22.58,51.13,25,2.7,1.315,1.31,262,94,0,0.0,0,4.22,43,47,48,354,320,seasonal_index,40.6,40.6,1.132,1,0,2026-08-31
SKU-0194,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-040,2.58,5.6,11,1.8,124.17,60.675,29508,5420,0,0.0,0,0.48,4882,3647,1644,10191,9218,combination,17.8,-17.8,56.123,0,0,2026-08-31
SKU-0195,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-012,50.56,101.09,26,5.0,11.266,6.808,2555,73,1,4.0,25,9.45,319,425,422,692,626,seasonal_index,9.8,-9.8,6.415,0,1,2026-08-31
SKU-0196,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-008,50.11,84.41,20,3.8,7.718,4.844,1886,617,2,5.0,110,9.37,161,169,149,575,520,combination,19.5,19.5,4.895,0,0,2026-08-31
SKU-0197,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-038,25.6,42.43,29,6.7,1.803,1.757,433,382,0,0.0,0,4.79,68,57,68,389,352,holt_winters,14.7,-14.7,1.479,0,0,2026-08-31
SKU-0198,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-007,2.26,3.84,9,2.9,10.825,6.772,2362,1182,0,0.0,0,0.42,308,292,116,3217,2910,combination,1.9,-1.9,5.736,0,0,2026-08-31
SKU-0199,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-002,61.71,105.16,23,4.0,22.37,14.564,4815,1063,0,0.0,0,11.54,849,602,550,882,798,combination,3.3,-3.3,11.183,0,0,2026-08-31
SKU-0200,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-017,27.29,43.77,37,8.5,4.277,4.009,955,151,1,9.0,46,5.1,142,105,163,580,525,combination,32.6,32.6,3.404,0,1,2026-08-31
SKU-0201,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-017,3.51,4.79,12,2.2,38.764,16.281,9051,4000,0,0.0,0,0.66,1153,1014,509,4856,4392,snaive,4.6,-4.6,18.093,0,0,2026-08-31
SKU-0202,WH-JHR-02,Johor Bahru,Apparel & Textiles,B,SUP-025,12.75,17.35,32,9.8,20.192,13.536,5052,239,2,9.0,484,2.38,664,524,694,1846,1669,combination,29.4,-29.4,14.459,0,1,2026-08-31
SKU-0203,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-036,21.69,49.61,22,3.1,68.082,31.306,18479,2762,0,0.0,0,4.06,2960,1883,1648,2595,2347,combination,13.4,13.4,34.572,0,0,2026-08-31
SKU-0204,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-038,17.18,28.33,28,3.5,10.077,7.409,2239,698,0,0.0,0,3.21,446,383,416,1123,1016,seasonal_index,15.9,-15.9,6.69,0,0,2026-08-31
SKU-0205,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-012,37.92,86.8,22,5.0,1.573,1.487,369,220,0,0.0,0,7.09,49,45,44,298,270,combination,28.9,28.9,1.437,0,0,2026-08-31
SKU-0206,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-040,6.67,9.25,23,6.2,22.038,15.841,5259,1968,0,0.0,0,1.25,698,765,706,2661,2407,combination,23.0,-23.0,15.157,0,0,2026-08-31
SKU-0207,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-026,42.91,73.93,18,5.4,11.395,6.44,2824,424,0,0.0,0,8.02,430,277,203,755,683,seasonal_index,16.5,16.5,5.227,0,0,2026-08-31
SKU-0208,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-003,49.9,70.76,32,7.9,9.268,7.842,1880,630,2,9.0,136,9.33,232,199,261,632,571,holt_winters,12.0,12.0,5.181,0,0,2026-08-31
SKU-0209,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-038,35.2,51.1,20,5.9,29.173,19.247,7715,483,1,4.0,169,6.58,957,650,605,1334,1207,seasonal_index,41.4,41.4,23.351,0,1,2026-08-31
SKU-0210,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-006,12.82,16.67,15,3.0,8.679,5.45,1922,1314,0,0.0,0,2.4,264,235,146,1205,1090,combination,14.2,14.2,4.449,0,0,2026-08-31
SKU-0211,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-024,6.68,9.06,43,4.7,10.016,6.448,2485,1347,3,6.7,191,1.25,327,289,482,1794,1622,combination,4.6,4.6,6.25,0,0,2026-08-31
SKU-0212,WH-JHR-02,Johor Bahru,Automotive Parts,A,SUP-032,50.11,111.37,29,3.7,47.619,33.382,9695,1315,7,4.3,1627,9.37,1195,1129,1345,1428,1292,ma28,9.7,9.7,28.588,0,1,2026-08-31
SKU-0213,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-010,12.67,19.07,28,3.1,255.386,135.07,46416,3119,6,8.8,16329,2.37,5136,9174,9739,6578,5950,combination,5.2,-5.2,135.189,0,1,2026-08-31
SKU-0214,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-011,0.65,1.16,11,2.0,35.964,20.965,8976,2198,0,0.0,0,0.15,608,1031,497,9811,8875,combination,28.4,28.4,21.848,0,0,2026-08-31
SKU-0215,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-020,16.57,27.05,37,8.3,11.655,8.636,2563,798,3,8.3,248,3.1,271,276,428,1229,1111,seasonal_index,21.5,-21.5,8.716,0,0,2026-08-31
